Francais,Nufi
"J'ai la nausée, j'ai un haut-le-cœur.",Nthʉ̄ á kòmbénsí.
J'ai le rhume.,Ngɑ̌ ghʉ̌ mɑ̄ŋū.
J'ai mal à la gorge.,Nzhǐtə̄' á mɑ̀njā'.
J'ai mal au cœur(j'ai une douleur au niveau du cœur).,Mbǎ'ntām ǎ mɑ̀njā'.
J'ai mal au dos.,Nkòò nǎ mɑ̀njā'.
J'ai un malaise.,Nā ā sī mbə̀pə̄' bɑ̄.
J'ai une santé de fer!,Ngɑ̌ shwítōk pɑ́' tēnɑ̄ lɑ́. Ngɑ̌ mǐ sʉ̄ʉ̄(j'ai avalé un éléphant).
J'ai une indigestion.,Vàm zǎ cáh.
Je crois que je vais mourir.,Ngɑ̌ kwà' mɑ́ ngɑ̌ ìnkūɑ̄.
C'est un hypocondriaque.,Ǎ mɑ́ tɑ̀' ngɑ̌kúɑ́lè.
Je me porte comme un charme!,Ngɑ̌ shwítōk pɑ́' tēnɑ̄ lɑ́!
Je me sens courbaturé.,Nā á pʉ̄ɑ̄'sī.
Je me sens faible.,Nā á mɑ̀mbūā.
Je me sens très bien.,Ngɑ̌ mɑ̀njū' nā à mbə̀pə̄'.
Je me sens très fatigué(e).,Ngɑ̌ púá tɑ̀'.
Je me sens très mal.,Ngɑ̌ mɑ̀njū' sìpè' tɑ̀'.
Je me suis cassé la jambe.,Ngɑ̌ pʉ́ɑ́' khù ā.
Je me suis fait mal.,Ngɑ̌ lʉ́ʉ́.
Je n'ai plus de forces.,Sə̀ə̄ ngʉ̀' sī yǎt mbú á bɑ̄.
Je n'ai rien(je ne souffre de rien).,Sə̀ə̄wū sī mɑ̀ngʉ́ ā bɑ̄.
Je ne peux plus supporter.,Pɑ́ ń dɑ̀ īmbát mfēnsī.
Je ne sais pas ce que j'ai.,Ǹ kɑ̀' zhī wū yì yáá mɑ̀ngʉ́ ā lɑ́.
Je ne souffre de rien.,Sə̀ə̄wū sī mɑ̀ngʉ́ ā bɑ̄.
"Je ne suis pas en santé, je suis malade.","Ǹ sī ntèn bɑ̄, ngɑ̌ mɑ̀ngóó."
Je n'en peux plus.,Pɑ́ ń dɑ̀ īmbát mfēnsī.
Je pense que j'ai une méningite.,Ngɑ̌ kwà' mɑ́ ngɑ̌ ghʉ̌ zʉ̌'ntə̄'.
Je pèse 90 Kg.,Ngɑ̌ nzát mvǎk ngò' mʉ̄vʉ̀'ʉ̄(90 Kg).
Je souffre du palu.,"Ngɑ̌ ghʉ̌ kó'nā, kó'ná mɑ̀ngʉ́ ā."
Je souffre.,Ngɑ̌ mɑ̀njēēngʉ̄ɑ̄'/mɑ̀njīīngʉ̄ɑ̄'.
Je suis à bout de force.,Sə̀ə̄ ngʉ̀' sī yǎt mbú á bɑ̄. Ngɑ̌ púá tɑ̀'
Je suis bien portant(e).,Ngɑ̌ ntèn.
Je suis constipé.,Vàm zǎ cáh.
"Je suis en forme, je suis en santé!","Ngɑ̌ ntèn, ngɑ̌ shwítōk."
Je suis épuisé(e)! Je suis exténué(e).,Ngɑ̌ púá tɑ̀'.
Je suis tombé(e) malade hier.,Ghòò kɑ̀cáb ā wāhà.
Je tiens à peine debout.,Ngɑ̌ mɑ̀ntēnthʉ̄ kīkēē.
Je vais mourir.,Ngɑ̌ ìnkūɑ̄.
J'éprouve un étrange malaise.,Nā á mɑ̀ngʉ́ mǒ'ntīē.
La maladie de ma femme est bénigne.,"Ghòō nzhwīē à kɑ̀' ghɑ́', ghòō nzhwīē á yàh."
La maladie l'a beaucoup torturé.,Ghòó zɑ̀hsì ī tɑ̀'.
La maladie me tourmente.,Ghòó mɑ̀nzɑ́hsí ā.
Ma mère n'est pas en santé.,Mɑ̄vǒ sī ntèn bɑ̄.
Maladie bénigne.,Yàhléh ghòò.
Maladie grave.,Ghɑ̀' ghòò.
Mon enfant est gravement malade.,Mēn ǎ mɑ̀ngóó shwītōk yāā. Mēn ǎ ghʉ̌ ghɑ̀' ghòò.
Mon genou me fait mal.,Zòk zǎ mɑ̀njā'.
Mon mari a une maladie grave.,Ndū á ghʉ̌ tɑ̀' ghɑ̀' ghòò.
Peut-être j'ai la rougeole.,Yáá ìmbɑ̄ mɑ̀ ngɑ̌ ghʉ̌ nshǐngwā'. Mbé'ntìè' mɑ̀ nshǐngwā' nɑ́ à.
Qu'est-ce que j'ai mal!,Mbʉ̄ɑ̄ nā á mɑ̀njā' mbɑ̀!
Chapitre 23. Etats physiques.,Nzâknù 23. Nshʉ̀ɑ̄ mfʉ̀'nā.
"À la fin de ce chapitre, vous serez en mesure de répondre aux questions sur votre état physique en langue fè'éfě'è.",Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí mbʉ́ɑ́ làh nsōk mvàk yì mfʉ̀'nā ò lǎh mbɑ̄ mfěnzɑ̄ lɑ́.
Il/elle a bonne mine.,Nshʉ̀ɑ̀ mǐ pə̀'.
Il/elle a envie de pleurer.,Ǎ mɑ̀ncāk/mɑ̀nkə́' làh ngé'.
Il/elle a le cœur serré. Il/elle est triste.,Ǎ mɑ̀mmwēn.
Il/elle a perdu six kilos.,Ǎ píé mfʉ̀'nā ngwǎ' ngò' ntòhō.
Il/elle est de mauvaise humeur.,Nshʉ̀ɑ̀ mǐ pɑ́h.
Il/elle veut m'impressionner.,Ǎ mɑ̀ncāk mbʉ́ɑ́ lǎh nthʉ̄ ā.
J'ai encore grossi.,"Ngɑ̌ pàt ngū', ngɑ̌ pàt ndáh mfʉ̀'nā."
J'ai gagné trois kilos.,Ngɑ̌ lǎh mfʉ̀'nā mvǎk ngò' tāā.
"J'ai grossi, j'ai pris du poids.","Ngɑ̌ ghú', ngɑ̌ nʉ́ɑ́, ngɑ̌ lǎh mfʉ̀'nā."
Je suis triste parce qu'on m'a licencié.,Ngɑ̌ mɑ̀mmwēn mbī'tu mɑ́ pó yòk á mfɑ̀'.
J'ai maigri.,"Ngɑ̌ ŋà', ngɑ̌ yóm/yə́b."
Je me sens à l'aise.,Ngɑ̌ mɑ̀njū' mbè'. Ngɑ̌ mɑ̀njū' nā à pə̀pē'. Sə̀ə̄wū sī mɑ̀ngát lā bɑ̄.
Je me sens bien.,Ngɑ̌ mɑ̀njū' mbə̀'. Ngɑ̌ mɑ̀njū' nā à mbə̀pə̄'.
Je n'ai envie de rien.,Ǹ sī mɑ̀nkwé' sə̀ə̄wū bɑ̄.
Je ne me sens pas à l'aise.,Ǹ sī mɑ̀njū' nā à mbə̀pə̄' bɑ̄.
Je ne sais pas ce que j'ai.,Ǹ kɑ̀' zhī wū kɑ́ mɑ̀ngʉ́ ā lɑ́(bɑ̄).
Je ne suis pas dans mon assiette.,Nā ā sī mɑ̀mbé' bɑ̄.
Je n'en peux plus.,Pɑ́ ń dɑ̀ īmbát mfēnsī.
Je suis affligé(e) pour ma fille.,Ngɑ̌ mɑ̀mmwēn nɑ́ tú mēn à.
Je suis anéanti(e)!,Mbō mǎ có!
Je suis dans tous mes états.,Mbō mǎ có! Nǔ mìē nshǔ à. Ǹ sǐ' njàt mɑ́ mʉ̀ bɑ̄.
Je suis de bonne humeur.,Nthʉ̄ á kònŋwā'sī. Nǔ mɑ̀mbé' ā. Sǒm nā mǎ mɑ̀nkō'.
Je suis de mauvaise humeur.,Sǒm nā mā sī mɑ̀mbə́' bɑ̄. Ngɑ̌ mɑ̀mmwēn.
Je suis découragé(e).,Ngɑ̌ púánkhù.
Je suis déprimé(e).,Nthʉ̄ á kòmmwēn. Ngɑ̌ tě' nzènzèn.
Emotion.,"Nǔkó'nthʉ̄, ŋwá'nthʉ̄."
Je suis ému(e).,"Nthʉ̄ á sèh. Ngɑ̌ mɑ̀nŋwā'sī, nā á mɑ̀nŋwā'sī."
Je suis énervé(e).,Nǔ mɑ̀mbɑ̄h ā. Ngɑ̌ mɑ̀njā'nthʉ̄.
Je suis impressionné(e) par ton travail.,Mfɑ̀' mǒ mɑ̀nkwēn ā.
Je suis stressé(e).,Ngɑ̌ mɑ̀mmwēn.
Ne sois plus triste.,Ǒ sì īmbát mmwēn.
Je suis vraiment touché(e).,Yáá mɑ̀nkwēn ā tɑ̀'.
Tu n'es pas ému(e)?,Yāā sī mɑ̀nkwēn ō bɑ̄ ɑ́?
J'ai été vraiment touché(e).,Yáá kwēn ā tɑ̀'.
Quelle mine a-t-il?,Nshʉ̀ɑ̀ mǐ mɑ̀ lāhā?
Tu as l'air malade.,Yáá mɑ̀mfōh pɑ́' ǒ mɑ̀ngóó lɑ́.
Tu as mauvaise mine.,Nshʉ̀ɑ̀ mǒ pɑ́h.
Tu as tant maigri.,"Ǒ ŋà' wǎ', ǒ mìè wā'."
Tu n'as pas bonne mine.,Nshʉ̀ɑ̀ mō kɑ̀' pé'.
"Chapitre 24. Temps, moment.","Nzâknù 24. Ntìè', ndɑ̀h/ndə̀h."
"À la fin de ce chapitre, vous serez en mesure de dire quelle heure il est, c'est-à-dire de lire la montre en langue fè'éfě'è.","Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí mbʉ́ɑ́ làh nsōk ntìé' mbí wèn, nzhī ndēn mɑ́ mɑ̀ ǒ zhí làh ncēh nàm."
Maintenant.,Ntìé'è.
Bientôt.,Mēndɑ̀'.
Tout à l'heure(un peu plus tard).,"Ntìē'mò', mēndɑ̀'."
Tout à l'heure(un peu plus tôt).,"Ntìē'mò', mēndɑ̀'. Yǎt tɑ̄ mɑ̄."
"Le matin, dans la matinée.",Fɑ́hnzɑ̄.
Ce matin.,Fɑ́hnzɑ́ è.
Depuis le matin.,Fhʉ̄ fɑ́hnzɑ̄.
Depuis ce matin.,Fhʉ̄ fɑ́hnzɑ́ è.
Midi.,Njɑ̌hnàm/njə̌hnàb.
"Le soir, dans la soirée.",Mbūànzɑ̄.
"Ce soir, cette nuit.",Mbūànzɑ́ è.
L'après-midi.,Nshʉ̄ɑ̀ mbūànzɑ̄.
Cet après-midi.,Nshʉ̄ɑ̀ mbūànzɑ́ è.
Aujourd'hui.,"Zě'è, zě'è lè, líé'è."
Hier.,Wāhà.
Demain.,Wāhà.
Demain matin.,Wāhà fɑ́hnzɑ̄.
"Hier soir, la nuit dernière.",Wāhà mbūànzɑ̄.
Demain soir.,Wāhà mbūànzɑ̄.
Demain après-midi.,Nshʉ̄ɑ̀ mbūànzɑ̄ wāhà.
Avant-hier.,Njàmnzɑ̄ wāhà.
Après-demain.,Njàmnzɑ̄ wāhà.
Cette semaine.,"Béé ngɑ̀ɑ̀, béé ngɑ̀ɑ̀ lè."
Le weekend prochain.,Mǒ' mèhngɑ̀ɑ̀(lì).
La semaine dernière.,"Ngɑ̀ɑ̀mò', mǒ' ngɑ̀ɑ̀, ngɑ̀ɑ̀ zě'è, ngɑ̀ɑ̀ lī'ì."
La semaine prochaine.,"Ngɑ̀ɑ̀mò', mǒ'ngɑ̀ɑ̀, ngɑ̀ɑ̀ zě'è, ngɑ̀ɑ̀ lī'ì."
"La semaine ""surpassée""(il y a deux semaines).",Ngɑ̀ɑ̀thʉ̄.
"La semaine ""surprochaine""(dans deux semaines).",Ngɑ̀ɑ̀thʉ̄.
Ce mois-ci.,"Béé mɑ̄ŋū, béé mɑ̄ŋū lè."
Le mois dernier.,Mǒ' mɑ̄ŋū. Mɑ̄ŋū yì à lɑ̀tōh lɑ́.
Le mois prochain.,Mǒ' mɑ̄ŋū. Mɑ̄ŋū mò'. Mɑ̄ŋū yì ǎ mɑ̀nsɑ́' lɑ́
Cette année.,Ngǔ'è.
L'année dernière.,Ngǔ'mò'.
L'année prochaine.,Ngǔ'mò'.
"L'année “surprochaine”, dans deux ans.",Ngù'thʉ̄.
Quelle heure il est?,Nàm sʉ̄'ʉ̄ béè? Yàā ndɑ̀h béè?
Il est 9 heures quarante-cinq(09:45).,Nàm vʉ̀'ʉ̄ mbhʉ̄ ncɔ̀ tî mɑ̀ mʉ̄kwɑ̀ béè(9:45 FZ).
Il est dix-huit heures sept minutes(18:07).,Nàm ntòhō mbūànzɑ́ tōh mbhʉ̄ sə̀ə̀mbʉ́ɑ́(6:07 MBZ).
Il est dix-neuf heures et demie(19:30).,Nàm sə̀ə̀mbʉ́ɑ́ mbūànzɑ̄ mɑ̀ kàm béè(7:30 MBZ).
Il est environ quatre heures(~ 04:00).,Ngwǎ' nàm kwɑ̀ fɑ́hnzɑ̄ béè(~ 4:00 FZ).
Il est exactement huit heures du soir passées de 2 minutes(20:02).,Nàm hə̀ə̄ mbūànzɑ̄ mbhʉ̄ pʉ́ɑ́ nkɑ̀ndàk béè(8:02 MBZ).
Il est midi.,Njɑ̌hnàm/njə̌hnàb béè.
Il est minuit.,Càhsū'/càhthʉ̄' béè.
Il est neuf heures pile(09:00).,Nàm vʉ̀'ʉ̄ fɑ́hnzɑ̄ nkɑ̀ndàk béè(9:00 FZ).
Il est presque huit heures du soir(~ 20:00).,Nàm hə̀ə̄ mbūànzɑ́ yá' mɑ̄nkúkù'(~ 8:00 MBZ).
Il est une heure moins le quart(00:45).,Nàm nshʉ̌' mɑ̀ mbōk mbhʉ̄ ncɔ̀ tî(00:45 FZ).
Il est vingt-et-une heure et quart(21:15).,Nàm vʉ̀'ʉ̄ mbūànzɑ́ tōh mbhʉ̄ ncɔ̀ tî mɑ̀ ghǎm(9:15 PM).
Il y a cinq minutes.,Yáá ghʉ̌ mbhʉ̄ tî.
Il y a de cela une heure.,Yáá ghʉ̌ tɑ̀' nàm.
Il y a longtemps que…,Yáá yá' sī mvàk yì…
Il y a longtemps que je t'aime.,Yáá yá' sī mvàk yì ngɑ̌ mɑ̀nkə́' ō lɑ́.
Il y a longtemps.,Yáá sī. Yáá yá' sī.
Il y a quelque temps.,Yáá sī mó' mvàk. Yέέ nɑ̄' nsī mó' mvàk.
Il y a trois semaines.,Yáá ghʉ̌ ngɑ̀ɑ̀ tāā. Yáá yá' ghʉ̌ ngɑ̀ɑ̀ tāā.
Il y a un an.,Yáá ghʉ̌ tɑ̀' ngù'. Yέέ tāmngù'.
Il y a un mois.,Yáá ghʉ̌ tɑ̀' mɑ̄ŋū.
Il y a une semaine.,Yáá ghʉ̌ tɑ̀' ngɑ̀ɑ̀. Yέέ ntāmsū'. Yáá tāmnthʉ̄'.
Jamais je ne t'oublierai.,Ǹ sī ìndɑ́' lɑ̀h ō sə̀ə̄līē' bɑ̄.
Je ne t'oublierai jamais.,Ǹ sī ìndɑ́' lɑ̀h ō sə̀ə̄līē' bɑ̄.
Jusqu'à la fin des temps.,Tɑ̀ sīēcɑ̌' lɑ̄' mmíé.
La montre.,"Nàm, tó'nàm."
Viens à midi.,Sɑ̌' nɑ́ njɑ̌hnàm/njə̌hnàb.
Chapitre 25. Demander et dire la date.,Nzâknù 25. Nté'sí mbát nsōk líé'nzɑ̄.
"À la fin de ce chapitre, vous serez en mesure de dire le jour de la semaine et la date en langue fè'éfě'è.",Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí mbʉ́ɑ́ làh nté'sí mbát nsōk líé'nzɑ̄.
"Le jour, la journée.","Līē', líé'nzɑ̄."
Les jours de la semaine sont :,Líé'nzɑ́ ngɑ̀ɑ̄nzɑ́ mɑ̂:
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les jours de la semaine sont (vérifiez dans la copie papier du livre).,…
Les mois de l'année sont:,Ŋúnzɑ́ ngǔ'nzɑ́ mɑ̂:
Janvier.,Ngù'fī.
Février.,Nkùɑ̀nʉ̀ɑ̀.
Mars.,Mbàkngòfāt.
Avril.,Sò'njɑ̀ɑ̀.
Mai.,Njwēnɑ̌hntà'.
Juin.,Mòmòshʉ̄.(Litt. grande disette).
Juillet.,Ntūmbhìngòfāt.
Août.,Mɑ̄ngà'nshì.
Septembre.,"Kùkū'(Nom d'un genre d'herbe blessante, abondante au mois de Septembre)."
Octobre.,Ndʉ̌'nzɑ̄.
Novembre.,Nkhʉ̀ɑ̀nʉ̀ɑ̀.
Décembre.,"Ncátmɑ̄ŋū(""Klǐsìmî"")."
Quel jour sommes-nous? Quelle est la date aujourd'hui?,Yàā líé'nzɑ̄ béè? Zè'é mɑ́ sēnɑ̄?
Nous sommes lundi le 1er janvier 2015.,"Zè'é mɑ́ ntūmbhì líé' ngɑ̀ɑ̀ tōm, ntūmbhì líé' Ngù'fī, ngù' 2015."
Aujourd'hui c'est dimanche le 7 septembre 2014.,"Zè'é mɑ́ líé' ngɑ̀ɑ̀ tōm ntìmbhì sə̀ə̀mbʉ́ɑ́, līē'/líé'nzɑ̄ sə̀ə̀mbʉ́ɑ́, Kùkū', ngù' 2014."
Je suis né le 31 mars 1981.,"Pō lɑ̀zí á nɑ́ líé'nzɑ̄ 31, mɑ̄ŋū Mbàkngòfāt, ngù' 1981."
Chapitre 26. Pièces et équipements de la maison.,Nzâknù 26. Mbǎh mbèè pí zúndʉ̄ɑ̄.
"À la fin de ce chapitre, vous serez en mesure de citer les pièces et équipements de la maison en langue fè'éfě'è.",Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh nsāh nkwèè mbǎh mbèè pí mbʉ̀ɑ̀' zú ndʉ̄ɑ̄.
La chambre.,Támndʉ̄ɑ̄/tô'ndʉ̄ɑ̄.
Le salon(pièce de la maison).,Ndʉ̄ɑ̀mò.
La cuisine.,Ndʉ̄ɑ̀lə̄ə̄.
La salle de bain.,Ndʉ̄ɑ̀sòh.
Le garage.,Ndʉ̄ɑ̀ndʉ̄'.
La cour.,Nshùndʉ̄ɑ̄.
La cour arrière de la maison.,Njàmndʉ̄ɑ̄.
La salle à manger.,Ndʉ̄ɑ̀zɑ̄.
"La véranda, le porche.",Nkǎmndʉ̄ɑ̄. Mbákndʉ̄ɑ̄. Yōh.
Le WC.,"Mfʉ̀nì, kwàà, zʉ̌'zʉ̀', zʉ̌'nì, ndʉ̄ɑ̀nì."
Le lit.,"Kwēn, kwéndʉ̄ɑ̄."
"Le recoin, la partie arrière du lit.",Mvʉ̀'kwēn.
Le bas du lit.,Fìíndʉ̄ɑ̄/fìfííndʉ̄ɑ̄.
On dort dans la chambre.,Pó ndīē ntámndʉ̄ɑ̄.
On passe du bon temps au salon.,Pó mmó ndʉ̄ɑ̀mò.
On cuisine à la cuisine.,Pó ndə̄ə̄ wúzɑ́ ndʉ̄ɑ̀lə̄ə̄.
On se lave à la salle de bains.,Pó nsóh ná ndʉ̄ɑ̀sòh.
La baignoire.,Ká' làh nsóh nā.
La barrière/clôture.,Kɑ̀ɑ̀.
La chaise.,Làk.
Le sofa/canapé/fauteuil.,Lǎknè'/lǎknə̀'.
La clé/clef.,Kòhndʉ̄ɑ̄.
La porte.,Nzhìndʉ̄ɑ̄.
La fenêtre.,Mbókndʉ̄ɑ̄.
Le seuil de la porte.,Nkǎkndʉ̄ɑ̄.
La poignée de la porte.,Ngwât nzhìndʉ̄ɑ̄.
La nappe.,Ndhînkò'.
Le drap.,Ndhîkwéndʉ̄ɑ̄.
L'armoire.,Mbù'.
La penderie/garde-robe.,Mbù'ndhī.
La piscine.,"Táknshì, ták náhnshì."
La poubelle.,Nshìēghǎ'zū/Túfàt.
La radio.,Mbǔ'nkèn.
La télévision.,Mbǔ'nkěn-yīīsì/Mbǔ'nkěn-yēēsì.
Le miroir.,Yēēsì/yīīsì.
La serviette.,Cwâhnā.
La table.,Nkò'.
La table à manger.,Nkǒ'zɑ̄.
Le ventilateur.,Mbhʉ̀fōh.
Le climatiseur.,Mbhʉ̀fôhvʉ̀.
Le congélateur.,Ntǎ'ŋām.
Le four/micro-ondes.,"Ntǎ'lòm/ Ntǎ'lə̀b, ndʉ̄ɑ̀lòm/ndʉ̄ɑ̀lə̀b, mbǔ'lòm/mbǔ'lə̀b."
Le grenier.,Thʉ́ndʉ̄ɑ̄.
Le plafond.,Thʉ́ndʉ̄ɑ̄.
Le mur.,Shìīndʉ̄ɑ̄/mfʉ̀'ndʉ̄ɑ̄/mfʉ̀'pè'è/sáhndʉ̄ɑ̄.
Le plancher(sol d'une pièce d'habitation),Sīèndʉ̄ɑ̄.
Le recoin.,Mvʉ̀'.
Le réfrigérateur/frigidaire/frigo.,"Ntǎ'nìì, ndʉ̄ɑ̀fōh."
Le savon.,Sòh.
Le porte-savon(souvent appelé savonnière).,Ká'sòh.
Le sous-sol.,Těn ndʉ̄ɑ̄;(cf. těndʉ̄ɑ̄ : la famille).
Le tabouret.,Kò'.
Le téléphone,Nkhʉ̌nkèn.
Le téléphone portable.,Nkhʉ̌nkěnmbō.
Le toit.,Ndòmpè'è/ndòmndʉ̄ɑ̄.
L'escalier.,Kō'nkwēn/nkō'.
L'étagère.,Nkò'.
L'oreiller.,Ntōòtū.
"Pourrais-tu me passer la télécommande, s'il te plait?","Cīcō'ò, pɑ́ ó cāh nsɑ̂'mbǔ'nkèn lɑ́ mbú á?"
"S'il te plait, tu peux allumer la lumière?",Cīcō'ò mbɑ́ ó lʉ̄' mōh ɔ́?
"S'il te plait, tu peux éteindre la lumière?",Cīcō'ò mbɑ́ ó pēh mōh ɔ́?
Tu veux que j'allume la télé?,Ń ndʉ̌' mbǔ'nkěn-yēēsì í?
Veux-tu une serviette?,Ǒ mɑ̀nkə́' cwâhnā á?
Où est ma chambre?,Ntámndʉ̄ɑ̄ á mɑ̀ hɑ̄?
Viens que je te montre ta chambre.,Sɑ̌' ń ngèn ndɑ́'sí ō ntámndʉ̄ɑ̄ ō/tô'ndʉ̄ɑ̄ ò.
Voici ta chambre.,Ntámndʉ̄ɑ̄ ō béè. Tô'ndʉ̄ɑ̄ ō béè
Vous avez facilement trouvé la maison?,Yáá yǎhlēē làh njīī/njēē pè'é?
Chapitre 27. A table(le repas est prêt).,Nzâknù 27. Nɑ́ nkǒ'zɑ̄(Cǎk píh).
"Ventre affamé n'a point d'oreilles. À la fin de ce chapitre, vous serez en mesure de discuter autour d'un repas, en langue fè'éfě'è.",Vǎm nzhìèkū' sǐ' njū' nù bɑ̄; nzhī ndēn mɑ́ vàm bɑ́ nŋɑ̄' tū.  Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh nsāhnù ntìè' yì ǒ mɑ̀nzɑ̄ wúzɑ̄ pí mó' pʉ̀ lɑ́.
As-tu assez mangé?,Ǒ zɑ́ tɑ̀ yāā kū' ú?
As-tu faim?,Nzhìèkú' mɑ̀nkō ō ó?
"Attention, la nourriture est brûlante!","Pə̄ə̄ mbɑ̀, wúzɑ̄ lɑ́ mɑ̀ntóó."
Bon appétit!,ɑ́ yāā shʉ́ɑ́ nshǔ ò!
Ce n'est pas assez bon.,Yāā kɑ̀' cóh mbə́'.
Ce n'est pas assez salé.,Ngwā' kɑ̀' cóh ndám nā.
C'est succulent.,Yáá làmsì/làbsì.
C'est trop salé.,Ngwá' cōh nā.
C'était délicieux.,Yáá còh mbə́'.
Couscous de manioc.,Nkòmnkòm/nkə̀mnkə̀b.
Gobelet cassable.,Ntû' cîcāt.
J'ai faim.,Nzhìèkú' mɑ̀nkō ā.
Je n'ai pas d'appétit.,Wúzɑ̄ sī mɑ̀nshʉ́ɑ́ nshù á bɑ̄.
Je n'ai pas faim.,Nzhìèkū' sī mɑ̀nkō ā bɑ̄.
"Je suis rassasié, Je suis repu.",Ngɑ̌ víát.
Je veux aller à la selle.,Nzhìè làh nní mɑ̀nkō ā.
Je veux encore manger.,"Ngɑ̌ mɑ̀nkə́' làh mbát nzɑ̄, ngɑ̌ ìmbát nzɑ̄."
Je veux manger.,Ngɑ̌ mɑ̀nkə́' làh nzɑ̄ wúzɑ̄.
La banane malaxée.,Tàbsí làt/tòk.
La banane.,Làt/tòk/nkɑ̀ndī.
La cuillère.,Lū'.
Le couteau.,Pīē.
La fourchette.,Lû'nsɔ̀.
La faim.,Nzhìèkū'.
La louche.,Lú'nɑ̄'/mʉ̄ɑ̄lū'.
La patate.,Njò'.
La sauce.,Nɑ̄'.
La soupe/sauce est trop pimentée/Épicée.,Sóh tʉ̄ɑ̄ nɑ́ nɑ̄'. Nɑ̄' lɑ́ tʉ̄ɑ̄.
La soupe/sauce est trop salée.,Ngwá' cōh nɑ́ nɑ̄'. Nɑ̄' lɑ́ cōh.
La viande.,Mbɑ̀ɑ̀.
L'assiette.,Kā'.
"La casserole, la marmite.",Càk.
Lave-vaisselle.,Nsòhnkā'.
Le bouillon.,Nshǐnshǐnɑ̄'.
Le couscous de maïs.,Nsā'.
Le couscous maïs sauce Nkwìī.,Nsá' nkùɑ̀.
Le déjeuner est prêt.,Wúzɑ́ njɑ̌hnǎm yá' pīh. Wúzɑ́ njɑ̌hnǎm yá' kǔ' zɑ̄.
Le dîner est prêt.,Wúzɑ́ mbūànzɑ́ yá' pīh. Wúzɑ́ mbūànzɑ́ yá' kǔ' zɑ̄.
Le koki(repas Camerounais).,Khʉ̀khʉ̄ɑ̄.
Le macabo.,Ngòòmbōk/kú'kà'.
Le maïs.,Ngòfāt.
Le manioc.,Nshʉ̀ɑ̀sòm.
Le Nkwìī(repas Camerounais).,Nkùɑ̀.
Le petit déjeuner est prêt.,Ncwààntíé yá' pīh. Ncwààntíé yá' kǔ' zɑ̄.
Le pilé de pomme de terre.,Sú'/thʉ́' njò'ndāk.
Le plat(vaisselle).,Pɑ́ɑ́kā'.
Le repas est trop pimenté.,Sóh tʉ̄ɑ̄ nɑ́ wúzɑ̄.
"Le repas, la nourriture.",Wúzɑ̄.
Le riz.,Nkwéntōm/Nkwéndāk.
Le taro.,Pēē.
Le verre/le gobelet.,Ntū'/Ntúntū'.
Légume/salade.,Njɑ̀ɑ̀.
Les condiments,Zúsōh.
L'huile d'arachide.,Mvát mbìyā'.
L'huile de palme.,Pǎ'mvāt.
L'huile.,Mvāt.
L'igname jaune(non malaxable).,Lʉ̀ɑ̀'.
L'igname malaxable.,Kū'.
"Passe-moi le sel, s'il te plaît.",Cīcō'ò ca᷅h ngwá' mbú á lɑ́.
"Peux-tu me passer le sel, s'il te plaît?",Cīcō'ò mbɑ́ ó cāh ngwá' mbú á?
Plantain mûr.,Pǎ' kwèlè'/kòlə̀'.
"Pourrais-tu me passer le piment, s'il te plaît?",Cīcō'ò mbɑ́ ó cāh sóh mbú á?
Que veux-tu manger?,Kɑ́ tɑ́ ó mɑ̀nkwé' làh nzɑ̄ ɑ̄?
Que veux-tu prendre pour le déjeuner?,Kɑ́ tɑ́ ó mɑ̀nkwé' làh nzɑ̄ nɑ́ njɑ̌hnàm?
Que veux-tu prendre pour le dîner?,Kɑ́ tɑ́ ó mɑ̀nkwé' làh nzɑ̄ mbūànzɑ̄ ɑ̄?
Que veux-tu prendre pour le petit déjeuner?,Kɑ́ tɑ́ ó mɑ̀nkwé' làh ndáh ncwáántīē?
Que voulez-vous boire?,Kɑ́ tɑ́ ó mɑ̀nkə́' làh nū ū?
Quelqu'un veut un dessert?,Wěn mɑ̀nkə́' có'nshù ú?
Le dessert.,Píánshù; syn. Có'nshù(qui remercie la bouche d'avoir travailler).
Qu'est-ce qu'il y a pour le déjeuner?,Kɑ́ bɑ́ wū làh nzɑ̄ nɑ́ njɑ̌hnàm?
Qu'est-ce qu'il y a pour le dîner?,Kɑ́ bɑ́ wū làh nzɑ̄ mbūànzɑ̄ ɑ̄?
Qu'est-ce qu'il y a pour le petit déjeuner?,Kɑ́ bɑ́ wū làh ncwáántīē?
Ressers-toi.(Sers-toi une fois de plus).,Pàt ndáh mò'.
