Column1,French,Nufi
3634," mets, gâteau d'arachide, arachide grillée, écrasée, et modelée sous forme de boule",Mbōòmbìyā' 
3635, gâteau de pistache,Mbōònzhʉ̀' 
3636, le fromage,Mbōòmbénɑ̀' 
3637, lait de vache.,Mbénɑ̀' 
3638, mon Dieu,Mbōò mà 
3639, tu n'es pas mon Dieu,Ò sī mɑ́ Mbōò mà bɑ̄ 
3640, le Dieu de qqn ou encore le Dieu fait homme.,Mbōòwèn 
3641, bâtir une maison,Mbōō pè'è 
3642, le maçon.,Mbōòpè'è 
3645, entasser le bois par terre.,Mbōō nshwí sīē 
3646, allons ensemble,Pɑ̀h pōō nshʉ́ɑ́ 
3647, gâteau fait à base d'arachide,Mbōòmbìyā' 
3648," mets, gâteau de pistache.",Mbōònzhʉ̀' 
3649," partir d'un mariage pour l'autre, divorcer",Nkhʉ́ɑ́ mbōō 
3650, enlèvement,Ŋɑ́'mbōō 
3651, on l'a enlevé.,Pó ŋɑ̄' ī mbōō 
3652, La distance Bana-Bafang est d'environ 13 Km,Làh ndó Nèè nkwēn Fā' pó nnák ngwǎ' mbòōkò ncɔ̀ tāā mɑ̀ ghām 
3653, le mètre,Mɑ̀' 
3654," distance mesurant environ 2 mètres, correspondant à l'envergure des bras",Lə̄ə̄ 
3655, un kilomètre équivaut à 1000 mètres,Tɑ̀' mbòōkǒ mɑ́ ncɑ̂' mɑ̀' 
3656, un kilomètre équivaut à 500 bras.,Tɑ̀' mbòōkǒ mɑ́ lə̄ə̄ nkhʉ̀ tî 
3657, ma mère a préparé le gâteau d'arachide accompagné des bâton de manioc,Mɑ̄vǒ lə́ə́ mbōòmbìyā' pí njâ' nshʉ̀ɑ̀sòm 
3660, je n'aime pas le gâteau de pistache,Ǹ sǐ' nkwé' mbōònzhʉ̀' bɑ̄ 
3661, gâteau d'arachide,Mbōòmbìyā' 
3663, la truelle,Sómbōòpè'è 
3664, allons ensemble,Pɑ̀h pōōsī nshʉ́ɑ́ 
3665, réunissez-vous contre lui,Pèn pōōsī nɑ́ ì 
3666, on a dépulpé le haricot et a préparé le kòkī avec.,Pó pǒb nkwēn ndáh ndə̄ə̄ khʉ̀khʉ̄ɑ̄ 
3667, cette nourriture est gâtée,Wúzɑ̄ lɑ́ pōp 
3668, ne gâte pas mon jouet.,Ǒ sì pōp wúsʉ̀ɑ̀ zǎ 
3669, cette femme gaspille l'argent pour des friandises.,Mʉ̀nzhwīē lɑ́ mbōp nkɑ́ɑ́ nɑ́ zúlīā' 
3670, cette nourriture est gâtée,Wúzɑ̄ lɑ́ pōpsī 
3671, ne gâte pas mon jouet.,Ǒ sì pōpsī wúsʉ̀ɑ̀ zǎ 
3672, cette femme gaspille l'argent pour des friandises.,Mʉ̀nzhwīē lɑ́ mbōpsī nkɑ́ɑ́ nɑ́ zúlīā' 
3673, plie ces habits et mets-les dans le sac.,Pōsī ndhī lɑ́ mmɑ́' pʉ̀ɑ̀ 
3674, à moi,Mbú à 
3675, à toi,Mbú ò 
3676, à lui,Mbú ì 
3677, démarrer la construction d'une maison.,Mbú' pè'è 
3678, ce haricot est charançonné.,Nkwēn lɑ́ pù' 
3679," faire le sourd, faire la sourde oreille, être dur d'oreille, ne pas obéir aux conseils et suggestions",Mbú'ntōk 
3680, un sourd,Pǔ'ntōk 
3681," la piste, la trace d'un animal",Mbǔ'mbɑ̀ɑ̀ 
3682, l'entrée de la piste qui mène à la concession,Nshùmbù' 
3683, va porter ce sac à l'entrée de la concession.,Ghèn nŋɑ̄' pʉ̀ɑ̀ bíí nshùmbù' 
3684, pratique les entailles avant de monter,Khʉ̄ɑ̄' mbù' tɑ̄ nkō' 
3685, Quelle est ton adresse?,Mbù' ǒ mɑ́ kɑ́ ? 
3686," l'adresse du site web, l'adresse e-mail.",Mbù' kʉ̀khʉ̀ɑ̄nkèn 
3687," litt., le canal d'information",Mbǔ'nkèn 
3688," la penderie ou la valise, selon le contexte",Mbù'ndhī 
3689, le compte bancaire,Mbù'nkɑ̄ɑ̄ 
3690, le cercueil.,Mbù'fhʉ́wèn 
3691," ventru, gros ventre.",Mbù'vàm 
3692," joueur de tamtam, tambourineur, tamboureur",Mbû'tōō 
3693, joueur d'instrument de musique,Mbû'lōk 
3694, joueur de balafon,Mbû'njā' 
3695, musicien.,Mbû'nshì 
3696, joueur de balafon,Mbû' njā' 
3699," je suis innocent à ce sujet, je n'en sais rien",Ngɑ̌ yǎ mɑ́ mbǔ' nɑ́ béé nù lè 
3700, un idiot,Mbǔ' wèn 
3701," litt., tête bouchée",Mbǔ'tū 
3702," oreille bouchée, sourd",Mbǔ'ntōk 
3703," cet homme est un guitariste, il joue à la guitare.",Mbā' lɑ́ mbū' shìà 
3704, soulever,Titre de notabilité venant du verbe mbʉ̄' 
3705," bienfaiteur Nabou, seigneur Nabou",Mbʉ̂' Nǎ'mbū' 
3706, développer un pays.,Mbʉ̄' ngə̀' 
3707, un secouriste.,Mbʉ̂'wèn 
3708, seigneur Nabou,Mbʉ̂' Nǎ'mbū' 
3709, titre de notabilité,Nzɑ̂mbʉ̂'
3710," triomphe, victoire.",Zɑ́mbʉ̄' 
3711," litt., enlever la feuille",Mbʉ̄' hù
3712, il a dévoilé le secret,Ǎ pʉ́' hǔ nɑ́ càm 
3713, dévoilons ce qui se cache dans ce livre,Pɑ̀h pʉ̄' hǔ nɑ́ pú'ŋwɑ̀'nì lè 
3714, il a dévoilé mon mot de passe,Ǎ pʉ́' hǔ nɑ́ njâ'wūtōh zǎ 
3715, ne dévoile pas.,Ǒ sì pʉ̄' hǔ ná 
3716, cet avocat n'est pas tendre,Shʉ́ɑ́ndāk lɑ́ kɑ̀' pūā 
3717, la poule est en rut.,Ngáp pūā 
3718, la façon de parler,Mbʉ́ɑ́ ghə̌ nù 
3719," ta façon d'agir est mauvaise, tes agissements sont mauvais.",Yò mbʉ́ɑ́ ghʉ̀ lɑ́ pə̄h 
3720," entendement, compréhension, raisonnement, conception, discernement",Mbʉ́ɑ́yū' 
3721," diction, prononciation, articulation.",Mbʉ́ɑ́ghə̀ə̀ 
3722, il est allé de l'autre coté (sur la même horizontale),Ǎ pʉ̀ɑ̀ mɑ̀ fáhkò 
3723, on se courbe devant le chef,Pó mbʉ́ɑ́ nát síé mbhǐ fə̀ 
3724, mon patron aime qu'on lui fasse des courbettes.,Mbɑ̂' mfɑ̀' mǎ kə̀' mɑ́ wèn pʉ́ɑ́ ná síé mbhǐ ì 
3725," litt., deux pieds",Nkhùmbʉ́ɑ́ 
3726, sortir tôt,"Mbɑ́' mbʉ̀ɑ̀, ntōm mbʉ̀ɑ̀ "
3727, sors très tôt et viens.,Tōm mbʉ̀ɑ̀ nsɑ́' 
3728, la plupart,"Mbʉ̀ɑ̀' ŋwān, mbʉ̀ɑ̀' ndābɑ̀ "
3729, la plupart des femmes aiment aller en mariage,Mbʉ̀ɑ̀' pʉ̌nzhwíé nkə́' mbʉ́ɑ́ lə̄ə̄ndʉ̄ɑ̄ 
3730, la plupart des gens ne sont pas venus à la réunion.,Mbʉ̀ɑ̀' pʉ̀ kɑ̀' sɑ́' kābsì 
3731," je n'ai pas de possibilité, je suis malade.",Mbʉ̄ɑ̄ sī mbú á bɑ̄ 
3732," il a fait comme ça se doit, de la bonne manière, convenablement",Ǎ ghʉ̌ nɑ́ mbʉ́ɑ́ yāā 
3733," comme il m'a refusé sa viande, je vais lui refuser mon beignet","Mbʉ̄ɑ̄ yì ǎ nnāb ā mbɑ̀ɑ̀ bì lɑ́, ngɑ̌ ìnnāb ī màkàlà zā "
3734, Donc ce sont tes habitudes ça?,Tɑ̀ yò mbʉ̄ɑ̄ báá ? 
3735, j'ai cassé mon pied,Ngɑ̌ pʉ́ɑ́' khù ā 
3736, l'enfant est tombé et a cassé sa main,Móó tām sīē mbʉ̄ɑ̄' pō ī 
3737, rendre la pareille à quelqu'un,Mbɑ́' mbʉ̄ɑ̄' péé mbí wèn 
3738, il m'a rendu la pareille.,Ǎ pɑ̌' mbʉ̄ɑ̀' pēē ná mbú à 
3739, bouvier,Mbʉ̄ɑ̄ɑ̀ nə̀ə̀nɑ̀' 
3740, protecteur des chèvres.,Mbʉ̄ɑ̄ɑ̀ mvī 
3741, Qui attends-tu?,Wɑ̄ tɑ́ ó mɑ̀mbʉ̄ɑ̄ɑ̄ ? 
3742," n'espère pas, ne compte pas sur ça",Ǒ sì pʉ̄ɑ̄ɑ̄ nā ó nā 
3743, j'espère qu'il pleuve,Ngɑ̌ mɑ̀mbʉ̄ɑ̄ɑ̄ mɑ́ mbàk lō 
3744, j'espère réussir l'examen,Ngɑ̌ mɑ̀mbʉ̄ɑ̄ɑ̄ mɑ́ ngɑ̌ ìntōh làksì 
3745," un garde, un gardien",Mbʉ̄ɑ̄ɑ̀zʉ̀' 
3746," être en mesure de, être capable, pouvoir.",Nzhī mbʉ́ɑ́ghʉ̀ 
3747, il m'a découragé,Ǎ pʉ́ɑ́'mbō mǎ 
3748," fracturer, casser la main",Ne pas confondre mbʉ̄ɑ̄' mbō 
3749, décourager,Mbʉ̄ɑ̄'mbō 
3750," personne farouche, sauvage, insociable, asocial, antisocial",Mbʉ̀ɑ̀mbʉ̀ɑ̄ wèn 
3751, que la paix soit avec vous,Mbūānì bɑ̄ mɑ̀ pèn 
3752, que la paix soit avec vous,Mbūànì bɑ̄ mɑ̀ pèn 
3753, que la paix soit avec vous,Mbūɑ̄nì bɑ̄ mɑ̀ pèn 
3754, je suis découragé,Nkhù mǎ púá 
3755, ne te décourage pas,Ǒ sì pūānkhù 
3756, va le décourager,Ghèn mbūānkhù mī 
3757, la guerre s'est calmée,Ncǒ púásí 
3758, on se repose quand on est fatigué,Wěn mbūāsī nā ì ntìè' yì ǎ pūā lɑ́ 
3759, j'ai des courbatures,Nā á pʉ̄ɑ̄'sī wǎ' 
3760, conjugaison,Ntìē'ghə̀ə̀
3761," ta compréhension est gauche, ta compréhension est erronée",Yò mbʉ́ɑ́yú' tāk 
3762, il ne m'a même pas proposé avant que je ne refuse,À kɑ̀' pʉ̄h ā mbɑ̀ pʉ̄h tɑ́ ǹ ngā' 
3763, on m'a promis le travail,Pó pʉ̄h ā mfɑ̀' 
3764," Le chef m'a promis une femme, où vais-je prendre la layette?","Fʉ̌ pʉ́h ā mʉ̀nzhwīē, ǹ kɑ́lǎh yà ndhí móó hɑ̄ ? "
3766, s'annoncer en entrant dans un lieu,Mbʉ̄h nzhì 
3767, ils ont perdu la guerre parce qu'il n'étaient pas aller se concerter avec les ancêtres,Pó zàb yɑ̄ɑ̄ ncò mbī'tū mɑ́ pō lɑ̀ sì ghèn mbʉ́' nǔ yáá mbí pɑ̀mfhʉ́sīē 
3768, Tchokonté est l'ainé de notre famille,Còkǒntʉ̀ɑ́' mɑ́ mbù'mbhì yòh 
3769, Tchokonté est l'ainé de notre famille,Còkǒntʉ̀ɑ́' mɑ́ mbǔ'mbhì yòh 
3770, emballe en plusieurs paquets.,Kwāt mbú'mbū' 
3771," handicap, invalidité",Lò' 
3772," handicapé, infirme, invalide","Kɑ̀zhʉ̀ɑ̀', kɑ̀yʉ̀ɑ̀' "
3773, sourd,Mbǔ'ntōk 
3775," niais, cinglé",Nkìnkèn 
3776," niais, cinglé","Nzhʉ̄bɑ̀, mvʉ́'ʉ̀ "
3777, fou.,Mbʉ̀ɑ̂ 
3779, ça va mieux,Yáá nɑ̄' mbʉ̄'sī 
3780," oreille bouchée, sourd.",Mbǔ'ntōk 
3781, Qu'est-ce qui donne la paix?,Kɑ́ bɑ́nhɑ̄ mbūānì ? 
3782," le kaolin, le ndʉ̀ndāb, le fìènkàk et le tītīānì, c'est ça qui donne la paix","Mbʉ̄ʉ̄, ndʉ̀ndāb, fìènkàk pí tītīānì, yāā bɑ́nhɑ̄ mbūānì "
3783, le fruit noir.,Ne pas confondre avec mbhʉ̄ 
3784," être rancunier, vindicatif",Ndīēmbwèn 
3785," litt., sans rancune",Sìdīēmbwēn 
3786, ferme ta main,Mə̄b pō ō 
3787, ferme tes yeux,Mə̄b nə̄h mǒ 
3788, ferme ta main,Mə̄bsī pō ō 
3789, ferme tes yeux,Mə̄bsī nə̄h mǒ 
3790, j'ai déjà fini.,Ngɑ̌ yá' mèè 
3791, ton oreille,Tōk ō 
3792, vos oreilles,Ntōk mēē 
3793, ton sacs,Pʉ̀ɑ̀ ō 
3794, vos sacs.,Mbʉ̀ɑ̀ mēē 
3795, j'ai déjà fini,Ngɑ̌ yá' mèèsì 
3796, j'ai déjà fini,Ngɑ̌ yá' mèh 
3797, week-end,Mèh ngɑ̀ɑ̄nzɑ̄ 
3798, j'ai déjà fini,Ngɑ̌ yá' mèhsì 
3799, week-end,Mèhsì ngɑ̀ɑ̄nzɑ̄ 
3800, ferme ta main,Mə̄m pō ō 
3801, ferme tes yeux,Mə̄m nə̄h mǒ 
3802," frères, sœurs.",Pl. póómɑ̄ 
3803, c'est mon frère consanguin,Mēmmbɑ̄' ō bɑ́ 
3804, ferme ta main,Mə̄msī pō ō 
3805, ferme tes yeux,Mə̄msī nə̄h mǒ 
3806, mon enfant,Mēn à 
3807," litt., enfant du père",Mēn mbɑ̄' 
3808," citoyen du pays, compatriote, concitoyen",Mên lɑ̄' 
3809," litt., le petit de la chèvre, le cabri, le chevreau",Mênmvī 
3810," le petit de la poule, le poussin",Mêngāp 
3811," les petits de la poule, les poussins.",Póóngāp 
3812, rejeton de banane,Mēn làt 
3813, rejeton de plantain,Mēn kòlə̀' 
3814, rejeton d'arbre,Ex mēn thʉ̄ 
3815, donne-moi un peu de piment,Hɑ̄ mēn sōh mbú à 
3816, il va bientôt pleuvoir,Mēndɑ̀' mbàk lō 
3817, je vais rentrer bientôt,Mēndɑ̀' m̀ fhʉ̄ 
3818, je le ferai après,Ngɑ̌ ìngʉ́ yāā mēndɑ̀' 
3819, les frères du mari,Póómɑ́ ndū 
3820," un peu, petit",Mēn 
3821, mari.,Ndū 
3822, pieds minces,Mēnfífí nkhù 
3823, madame.,"Mɑ̄, mɑ̄vǒ "
3824, salut mademoiselle,Mbə̄ə̄ mêngòònà 
3825, bienvenu mademoiselle,Sɑ̌' pə̀pə̄' mêngòònà 
3826, la mère des jumeaux,Mɑ̄nì 
3827," microbe, parasite",Mēnìá'nə̀ə̀ 
3828, c'est le petit-fils de la lignée maternelle qui a droit à la tête de chèvre lors des réunions familiales,Mēnkāā bɑ́ ntām tú mvī 
3829," Mênkām fʉ̀ kwā', Mênkām ghə̀ə̄ fʉ̀, Mênkām ndhìfʉ̀.","Serviteur du roi anobli, serviteur hors hiérarchie, qui est tellement anoblie qu'il n'est plus nécessairement considéré comme valet du roi, car il a grandi en puissance. Autres titres de Mênkām"
3830, c'est le petit-fils de la lignée maternelle qui a droit à la tête de chèvre lors des réunions familiales,Mēnkɛ̄ɛ̄ bɑ́ ntāb tú mvī 
3831, c'est le jour des funérailles que l'orphelin se rassasie,Mēnsǐ mvīāt yī mɑ́ líé' wūɑ̄ 
3832, c'est lorsqu'il y a en abondance que l'indigent en profite,"Autrement dit, "
3834, Quel dois-je choisir?,Ń dǎh yāā ? 
3835, le plus petit,Yì mēntò' 
3836," Quel moyen, quelle méthode de résolution as-tu employé?",Ǒ lɑ̌' yāā pí yǎ mēnzhì ? 
3837, j'ai trouvé la solution à ce problème.,Ngɑ̌ hòō mēnzhì làh ndɑ́' nù lɑ́ 
3838, voici l'agneau de Dieu qui enlève le péché du monde.,Mênzhʉ̀nzhʉ̀ɑ̀ Mbōò yì yáá ntēh nùsìpə̀' lɑ́ bê 
3839, le plus petit.,Yì mētò' 
3840, croise ça,Fǎ' yāā 
3841, ne croise pas ça.,Ǒ sì fá' yāā 
3842, mourir par pendaison,Nkūɑ̄ fà' 
3843, il est mort par pendaison,Ǎ kúɑ́ wūɑ̀ fà' 
3844," lorsque quelqu'un meurt par pendaison, la famille va se purifier.","Wěn mbɑ̄ tɑ̀ nkūɑ̄ fà', těndʉ̄ɑ̄ ghēn ntēh ndòò "
3845, je n'aime pas les méchancetés.,Ǹ kɑ̀' kə́' mfà' 
3849," tu es enfin venu à la fête, tu as fini par venir à la fête, tu as réussi à venir à la fête.",Ǒ fá' nsɑ́' cà'sì mbāt lè 
3850, il a osé dire,Ǎ fá' ngə́ə́ 
3851," il a osé faire, il a enfin fait",Ǎ fá' ngʉ́ 
3852, il a osé y aller.,Ǎ fá' ngén mʉ̀ 
3855, pour manger il faut travailler,"Wèn sǐ' mfɑ́' bɑ̄, mɑ̀ à sǐ' nzɑ̄ sə̀ə̄wū bɑ̄ "
3856, j'ai travaillé au point d'être fatigué,Ngɑ̌ fɑ̀' tɑ̀ mbūā 
3857, l'abbé Tchamda a beaucoup œuvré pour la langue fè'éfě'è.,Nkâmsīē Cǎmndà' lɑ̀fɑ́' nɑ́ fè'éfě'è tɑ̀' 
3858, utiliser,Ndáhmfɑ́' 
3859, utiliser un objet.,Ndáh wū mfɑ́' 
3860, mon travail,Mfɑ̀' mǎ 
3861, ton travail,Mfɑ̀' mǒ 
3862, son travail,Mfɑ̀' mǐ 
3863, un médecin,Mfɑ̀'kà' 
3864, un accro au travail,Mfɑ̀'ndīēkò 
3865, Quelle est ta profession?,Mfɑ̀' mǒ mɑ́ kɑ́ ? 
3866," Quelle est ta tâche, quel est ton rôle à ton lieu de service?",Yò mfɑ̌' zʉ̌'mfɑ̌' pèn mɑ́ kɑ́ ? 
3867, Quelle est l'utilité de ce truc?,Mfɑ̌' yāā lě mɑ́ kɑ́ ? 
3868, responsabilité paternelle,Mfɑ̌' mbɑ̄' 
3869, ce n'est pas ma responsabilité.,Sī mfɑ̀' mǎ bɑ́ bɑ̄ 
3870, mon grand-père est un accro au travail,Mbɑ̄' ō ndāmɑ̌ mbɑ̄ mɑ́ tɑ̀' mfɑ̀'ndīēkò 
3871, Shck Deugoue et Shck Ngako sont des bourreaux de travail,Shck Ndə̀ə̄ngwê pí Shck Ngǎ'kǒ mɑ́ pɑ̀mfɑ̀'ndīēkò 
3874, tu aimes trop mentir,Wò lɑ́ mfɑ́h nù tɑ̀' 
3875," mouche l'enfant, essuie les morves de l'enfant.",Fɑ̌h nzí mōō 
3876, cette calebasse est raffiné,Pó fɑ̌h ndā' lě lə̀ə̀ 
3877, cette affaire a été passée au peigne fin.,Pó fɑ̌h nù lɑ́ lə̀ə̀ 
3878, tu ris comme si on t'avait jeté le sort du rire,Ǒ nzhwíé pɑ́' pó fɑ̀h ó lə̀ə̀ lɑ́ 
3879, tu es têtu comme si on t'avait jeté le sort de la désobéissance,Ǒ ncə́ə́ pɑ́' pó fɑ̀h ó lə̀ə̀ lɑ́ 
3881, ton pied est tout blanc.,Khù ó fɑ́h wǎ' 
3882," (litt., la clarté du jour) le matin",Fɑ̌hnzɑ̄ 
3883," le maïs n'a pas germé, alors qu'il a plu","Ngòfāt kɑ̀' fɑ̄h, tɑ́ mɑ̀ mbǎk ló "
3884, demain matin.,Wāhà fɑ̌hnzɑ̄ 
3885, traduire de manière écrite,Mfāhntíé 
3886, traduire oralement.,Mfāhntíé 
3887, tourne la sauce.,Fāhsī nɑ̄' lɑ́ 
3888, cet enfant a contredit son aîné (à plusieurs reprises) au point qu'il a pleuré,Mōō lɑ́ fāhsī ngà'mbhǐ ì tɑ̀ à ghê' 
3889, ne réplique plus mes paroles,Ǒ sì īmbát mfāhsī ā 
3890, tire la chaise et assois-toi sur ça,Fǎk làk nsī nā 
3891, tire ce sac-là à même le sol,Fǎk pʉ̀ɑ̀ lɑ́ sīē 
3892, je ne sais pas conduire un véhicule.,Ǹ kɑ̀' zhī nàh mfák ndʉ̄' 
3893," tu aimes trop des disputes, tu aimes trop des chicaneries.",Ǒ kə̌' nàh mfáksnù 
3894, ma femme n'est pas enceinte depuis deux ans.,Nzhwīē à kɑ̀' fák fhʉ̄ ngù' pʉ́ɑ́ 
3895, conducteur de véhicule ou de train,Mfàkndʉ̄' 
3896," pilote, conducteur d'avion",Mfàk ndʉ̄'fōh 
3897, taximan,Mfàkŋɑ̄'ntʉ̄ɑ̄ 
3898, un aspirateur d'air,Mfàkfōh 
3899, On aspire à l'aide de l'aspirateur,Pó ndáh mfàkfōh mfák fōh
3900, aspire les débris à l'aide de l'aspirateur,Lǎh mfàkfōh mfák ghǎ'zú sīèndʉ̄ɑ̄
3901, cet aspirateur n'aspire pas bien,Mfàkfōh lɑ́ sī mɑ̀mfák pə̀pē' bɑ̄
3905," pilote, conducteur d'avion.",Mfàk ndʉ̄'fōh 
3906," il, elle s'est étouffé(e) dans l'eau, il, elle s'est noyé(e).",Ǎ fám nshì 
3907," bizarrerie, choses bizarres",Mfǎmfǎ nù 
3908," barbaries, choses barbares",Mfǎmfǎ nù 
3909," tu te comportes très mal, tu agis mal, tu te conduis mal",Ǒ ngʉ́ mfǎmfǎ nù yə̄ə̄ 
3910," tu es trop brutal, tu es très violent.",Ǒ ngʉ́ mfǎmfǎ nù yə̄ə̄ 
3911, la barbarie n'est pas bien,Mfǎmfǎnù kɑ̀' pé' 
3912, la violence est la force des gens qui manquent de tact.,Mfǎmfǎnǔ mɑ́ ngʉ̌' pɑ̀sìzhímbʉ̄ɑ̄ 
3913, salut mes frères,Pèn pə̄ə̄ lɑ́ mfámfāt 
3915, attise le feu (en attisant les tisons),Fàmsǐ mōh 
3917," traiter une affaire à huis-clos, en chuchotant.","Mfámsí ghə̀ə̀, mfámsí nù "
3921," le maitre, le professeur a donné un devoir à faire à domicile.",Nsìèsǐ hɑ́ mfɑ̌'ndʉ̄ɑ̄ 
3923, il s'est précipité et est parti,Ǎ fɑ́'sí ndó ngénɑ́ 
3924," l'affaire-là est imminente, c'est urgent",Nù lɑ́ mɑ̀mfɑ̄'sī 
3925, je ressens un besoin pressant d'aller aux selles,Nzát mɑ̀mfɑ̄'sī ā 
3926, parler insolemment.,Mfɑ̄'sī ghə̀ə̀ 
3927, parler sans logique.,Mfɑ̄'sī ghə̀ə̀ 
3928, il a trébuché sur un caillou.,Ǎ fɑ́'sí ndə̀b lòh 
3930, froisser,Mfátsí 
3932, granivore.,Mfâtngàpngàp 
3933, manger la viande,Mfāt mbɑ̀ɑ̀ 
3934, manger la patate cuite,Nzɑ̄ njò' 
3935," manger la patate soit crue, soit frite",Mfāt njò' 
3936, manger la canne à sucre,Mfāt nkùnkū' 
3937, manger du pain.,Mfāt tòòndāk 
3938, grincer les dents,Mfāt nsə̀' 
3939, mes frères,Mfámfāt 
3940, mes frères.,Pɑ̀mfāt 
3943," lorsqu'on finit le premier labour, on cultive définitivement en versant la terre sur les herbes pour former des billons.",Pó mbēh tɑ̀ mméh nàh nkhʉ́ɑ́ nʉ̀ɑ̀ mféh 
3944," fumer du tabac, fumer de la cigarette",Mfēh ndɑ̀pɑ̀' 
3947, ton pied est tout blanc.,Khù ó fə́h wǎ' 
3948, le matin,Fə̌hnzɑ̄ 
3949," le maïs n'a pas germé, alors qu'il a plu","Ngòfāt kɑ̀' fə̄h, tɑ́ mɑ̀ mbǎk ló "
3950, j'ai tout vendu les ignames.,Ngɑ̌ fěn lʉ̀ɑ̀' wǎ' 
3952, un barman,Mfèndù' 
3953, le libraire,Mfènŋwɑ̀'nì 
3954," celui qui vend la viande, le boucher",Mfènmbɑ̀ɑ̀ 
3955," celui qui expose, qui dévoile les secrets, celui qui dénigre une autre personne",Mfèn yɑ̀' 
3956," un transfuge, un traitre, un apostat",Mfèngə̀' 
3957, n'écoute pas seulement d'un seul côté,Ǒ sì yū' ndɑ̌' mfèn shʉ̀' 
3958," le verso, le contraire",Mǒ'mfèn 
3959, change le coté de ton habit,Cōp mfěn ndhī ō lɑ́ 
3960, tu as porté ton habit à l'envers,Ǒ hèē mfěn ndhī ò 
3961, la maladie poursuit les gens malpropres,Ghòó nzí pʉ̀ yì pó mfēn lɑ́ 
3962, un malpropre.,Mféntèn 
3966," trahir, être infidèle",Nzākmbōmfènmbʉ́ɑ́ 
3967," traitre, félon, dénonciateur",Nzâkmbōmfènmbʉ́ɑ́ 
3968, il vit à l'étranger,Ǎ nsī mfěnzɑ̄ 
3970, cet enfant a contredit son aîné (à plusieurs reprises) au point qu'il a pleuré,Mōō lɑ́ fɛ̄hsī ngà'mbhǐ ì tɑ̀ à ghê' 
3971, ne réplique plus mes paroles,Ǒ sì īmbát mfɛ̄hsī ā 
3972, les plumes de la poule,Mfhʉ̌ ngāp
3973, les plumes de l'oiseau,Mfhʉ̌ sāk
3974," les chefs, les rois",Hom. mfʉ̀ 
3975," erreurs, défauts, imperfections, anomalies.",Mfʉ̀ʉ̀ 
3976, mon feu père disait…,Mfhʉ̄ mbɑ̄' ō lɑ̌'lēn mɑ̂… 
3977, je viens de rentrer du champ,Ǹ jǎt tɑ̄ mɑ̄ mfhʉ̄ kò 
3978, Je rentre?,Ḿ fhʉ̄ ʉ́ ? 
3979, la gentillesse vient de la maison,Pě'nthʉ́ mfhʉ̄ tɑ̌ ndʉ̄ɑ̄ 
3980, certaines maladies proviennent de la saleté.,Mó' ghòó mfhʉ̄ nɑ́ ncǎhncàh 
3981," depuis un moment, il y a moins de 6 heures","Mfhʉ̄ ntìè', mfhʉ̄ tɑ̀ ntìè' "
3982," depuis longtemps, il y a belle lurette","Mfhʉ̄ līē', mfhʉ̄ tɑ̀ līē' "
3983, elle est venue il y a un moment,Ǎ sɑ̀' mfhʉ̄ ntìè' 
3984, ça fait longtemps que je t'aime.,Ǹ dɑ̀kwě' ō mfhʉ̄ līē' 
3985," du haut en bas, du nord au sud",Làh mfhʉ̄ kè'è ngén ndàk 
3986, de là-bas à ici.,Làh mfhʉ̄ síì nkwēn séè 
3987," depuis un moment, il y a moins de 6 heures","Mfhʉ̄ tɑ̀ ntìè', mfhʉ̄ ntìē'mò' "
3990, ça fait longtemps que je t'aime,Ǹ dɑ̀kwě' ō mfhʉ̄ līē' 
3992, depuis le jours-là,Mfhʉ̄ līē' bô/wû 
3993, je continue à t'attendre depuis le jour-là,Ngɑ̌ nját mbīɑ̄ bō mfhʉ̄ līē' bô 
3994, elle continue à pleurer son mari depuis ce jour-là,Ǎ nját kòndéé ndū ì mfhʉ̄ līē' mbǎ 
3996," depuis le jour que je t'ai rencontré, je ne dors plus","Mfhʉ̄ līē' yì ǹ dɑ̀pòmsì ō lɑ́, ǹ sǐ' nját ndīē lōh bɑ̄ "
3997," depuis le jour que tu es parti, je n'ai plus d'appétit. N.B. Ne pas confondre avec","Mfhʉ̄ līē' yì ò lɑ̀shʉ̀ɑ̀ lɑ́, wúzɑ̄ sǐ' nját nshʉ́ɑ́ nshù á bɑ̄ "
4005, cette maladie est transmissible,Ghòò lɑ́ mfhʉ̄ nɑ́ wèn ntāh wèn 
4006, le paludisme n'est pas une maladie contagieuse.,Kó'nā sǐ' mfhʉ̄ nɑ́ wèn ntāh wèn bɑ̄ 
4007, il m'a dupé,Ǎ fʉ̀ɑ̀ ā 
4008, ma femme ne m'a jamais trompé,Nzhwīē à lɑ̀' fʉ́ɑ́ ā 
4009, mon mari m'a menti,Ndū á fʉ̀ɑ̀ ā 
4010, menteur,Mfʉ̀ɑ̀wèn 
4011," cette mère poule laisse couler sa fiente, elle va bientôt pondre.","Mʉ̄ɑ̄ngāp bíí kòmfʉ́ɑ́, mēndɑ̀' à yɑ̄ɑ̄ mbòm "
4012," personne qui ne se respecte pas, un salaud, un irresponsable",Ngà' mfhʉ̌mfhʉ̀ 
4013," une femme légère, une femme malpropre.",Mfhʉ̌mfhʉ̌ mʉ̀nzhwīē 
4014, irresponsabilité,Mfhʉ̌mfhʉ̌nù 
4015," les chefs, les rois.",Hom. mfʉ̌mfʉ̀ 
4016, la barbarie n'est pas bien,Mfhʉ̌mfhʉ̌nù kɑ̀' pé' 
